id_evento_a,nombre_a,id_evento_b,nombre_b,deporte,disciplina,genero_a,genero_b,similitud,regla_detectada,auto_merge_candidate,razon,fuentes_a,fuentes_b,coexistencia_misma_fuente,tokens_extra_a,tokens_extra_b,perdida_multiplicidad,clasificacion_final,razon_refinada,semantic_key_a,semantic_key_b,modalidades_a,modalidades_b,modificadores_a,modificadores_b,clasificacion_phase4,razon_phase4
24,"Singles, Men (Olympic)",2725,Men's Singles,Badminton,Badminton,MEN,MEN,0.4375,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [""singles""], [], [], []]","[""men"", false, false, [""singles""], [], [], []]",singles,singles,,,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
34,"Doubles, Men (Olympic)",98,"Doubles, Men (Olympic (non-medal))",Badminton,Badminton,MEN,MEN,0.791667,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1904', 'Summer'), ('1988', 'Summer')]",,medal non,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""doubles""], [], [], []]","[""men"", false, true, [""doubles""], [], [], [""medal""]]",doubles,doubles,,medal,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
34,"Doubles, Men (Olympic)",3037,Men's Doubles,Badminton,Badminton,MEN,MEN,0.4375,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [""doubles""], [], [], []]","[""men"", false, false, [""doubles""], [], [], []]",doubles,doubles,,,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
1915,Badminton Men's Singles,2725,Men's Singles,Badminton,Badminton,MEN,MEN,0.722222,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3 | fuente4,fuente3,,badminton,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [""singles""], [], [], []]","[""men"", false, false, [""singles""], [], [], []]",singles,singles,,,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
2321,Badminton Men's Doubles,3037,Men's Doubles,Badminton,Badminton,MEN,MEN,0.722222,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente3,,badminton,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [""doubles""], [], [], []]","[""men"", false, false, [""doubles""], [], [], []]",doubles,doubles,,,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
2796,Men's Doubles Team,3037,Men's Doubles,Badminton,Badminton,MEN,MEN,0.83871,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente3,fuente3,,team,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [""doubles"", ""team""], [], [], []]","[""men"", false, false, [""doubles""], [], [], []]",doubles | team,doubles,,,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
29,"Doubles, Mixed (Olympic)",100,"Doubles, Mixed (Olympic (non-medal))",Badminton,Badminton,MIXED,MIXED,0.807692,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,medal non,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""mixed"", false, false, [""doubles"", ""mixed""], [], [], []]","[""mixed"", false, true, [""doubles"", ""mixed""], [], [], [""medal""]]",doubles | mixed,doubles | mixed,,medal,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
29,"Doubles, Mixed (Olympic)",1713,"Doubles, Mixed Youth (YOG)",Badminton,Badminton,MIXED,MIXED,0.727273,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,yog youth,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""mixed"", false, false, [""doubles"", ""mixed""], [], [], []]","[""mixed"", true, false, [""doubles"", ""mixed""], [], [], []]",doubles | mixed,doubles | mixed,,,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
29,"Doubles, Mixed (Olympic)",3027,Mixed Doubles,Badminton,Badminton,MIXED,MIXED,0.411765,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""mixed"", false, false, [""doubles"", ""mixed""], [], [], []]","[""mixed"", false, false, [""doubles"", ""mixed""], [], [], []]",doubles | mixed,doubles | mixed,,,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
2241,Badminton Mixed Doubles,3027,Mixed Doubles,Badminton,Badminton,MIXED,MIXED,0.722222,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente3,,badminton,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""mixed"", false, false, [""doubles"", ""mixed""], [], [], []]","[""mixed"", false, false, [""doubles"", ""mixed""], [], [], []]",doubles | mixed,doubles | mixed,,,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
2985,Mixed Doubles Team,3027,Mixed Doubles,Badminton,Badminton,MIXED,MIXED,0.83871,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente3,fuente3,,team,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""mixed"", false, false, [""doubles"", ""mixed"", ""team""], [], [], []]","[""mixed"", false, false, [""doubles"", ""mixed""], [], [], []]",doubles | mixed | team,doubles | mixed,,,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
28,"Doubles, Women (Olympic)",97,"Doubles, Women (Olympic (non-medal))",Badminton,Badminton,WOMEN,WOMEN,0.807692,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1988', 'Summer')]",,medal non,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", false, false, [""doubles""], [], [], []]","[""women"", false, true, [""doubles""], [], [], [""medal""]]",doubles,doubles,,medal,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
28,"Doubles, Women (Olympic)",3038,Women's Doubles,Badminton,Badminton,WOMEN,WOMEN,0.388889,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""women"", false, false, [""doubles""], [], [], []]","[""women"", false, false, [""doubles""], [], [], []]",doubles,doubles,,,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
33,"Singles, Women (Olympic)",99,"Singles, Women (Olympic (non-medal))",Badminton,Badminton,WOMEN,WOMEN,0.807692,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1988', 'Summer')]",,medal non,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", false, false, [""singles""], [], [], []]","[""women"", false, true, [""singles""], [], [], [""medal""]]",singles,singles,,medal,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
33,"Singles, Women (Olympic)",2707,Women's Singles,Badminton,Badminton,WOMEN,WOMEN,0.388889,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""women"", false, false, [""singles""], [], [], []]","[""women"", false, false, [""singles""], [], [], []]",singles,singles,,,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
2089,Badminton Women's Singles,2707,Women's Singles,Badminton,Badminton,WOMEN,WOMEN,0.75,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente3,,badminton,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""women"", false, false, [""singles""], [], [], []]","[""women"", false, false, [""singles""], [], [], []]",singles,singles,,,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
2363,Badminton Women's Doubles,3038,Women's Doubles,Badminton,Badminton,WOMEN,WOMEN,0.75,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente3,,badminton,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""women"", false, false, [""doubles""], [], [], []]","[""women"", false, false, [""doubles""], [], [], []]",doubles,doubles,,,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
2981,Women's Doubles Team,3038,Women's Doubles,Badminton,Badminton,WOMEN,WOMEN,0.857143,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente3,fuente3,,team,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""women"", false, false, [""doubles"", ""team""], [], [], []]","[""women"", false, false, [""doubles""], [], [], []]",doubles | team,doubles,,,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
114,"Baseball, Men (Olympic)",115,"Baseball, Men (Olympic (non-medal))",Baseball/Softball,Baseball,MEN,MEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,medal non,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [], [], [], []]","[""men"", false, true, [], [], [], [""medal""]]",,,,medal,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
114,"Baseball, Men (Olympic)",2106,Baseball Men's Baseball,Baseball/Softball,Baseball,MEN,MEN,0.651163,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente2 | fuente3,,,baseball,YES,REVIEW_ALIAS,La firma por conjunto oculta multiplicidad de tokens; requiere revisión antes de fusionar.,"[""men"", false, false, [], [], [], []]","[""men"", false, false, [], [], [], []]",,,,,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
113,"Softball, Women (Olympic)",2033,Softball Women's Softball,Baseball/Softball,Softball,WOMEN,WOMEN,0.723404,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente2 | fuente3,,,softball,YES,REVIEW_ALIAS,La firma por conjunto oculta multiplicidad de tokens; requiere revisión antes de fusionar.,"[""women"", false, false, [], [], [], []]","[""women"", false, false, [], [], [], []]",,,,,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
150,"Basketball, Men (Olympic)",1900,Basketball Men's Basketball,Basketball,Basketball,MEN,MEN,0.653061,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente2 | fuente3 | fuente4,,,basketball,YES,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [], [], [], []]","[""men"", false, false, [], [], [], []]",,,,,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
152,"Basketball, Women (Olympic)",1982,Basketball Women's Basketball,Basketball,Basketball,WOMEN,WOMEN,0.679245,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente2 | fuente3,,,basketball,YES,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""women"", false, false, [], [], [], []]","[""women"", false, false, [], [], [], []]",,,,,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
1274,"10 kilometres Sprint, Men (Olympic)",1302,"10 kilometres, Men (Olympic)",Biathlon,Biathlon,MEN,MEN,0.877193,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1992', 'Winter'), ('1994', 'Winter'), ('1998', 'Winter')]",sprint,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""sprint""], [], [], [""kilometres""]]","[""men"", false, false, [], [], [], [""kilometres""]]",sprint,,kilometres,kilometres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1274,"10 kilometres Sprint, Men (Olympic)",1431,"Sprint, Men (Olympic)",Biathlon,Biathlon,MEN,MEN,0.72,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('2002', 'Winter'), ('2006', 'Winter'), ('2010', 'Winter'), ('2014', 'Winter'), ('2018', 'Winter'), ('2022', 'Winter')]",10 kilometres,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""sprint""], [], [], [""kilometres""]]","[""men"", false, false, [""sprint""], [], [], []]",sprint,sprint,kilometres,,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
