componente_evento,id_evento_origen,nombre_origen,id_evento_canonico_propuesto,nombre_canonico_propuesto,merge_propuesto,estado_componente,razon
EV00113,510,"Free Rifle, Three Positions, 300 metres, Team, Men (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00113,740,"Free Rifle, Three Positions, 300 metres, Team, Men (Intercalated)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00113,2224,"Shooting Men's Free Rifle, Three Positions, 300 metres",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00113,2271,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00114,511,"Military Rifle, Prone, 300 metres, Team, Men (Olympic)",2272,"Shooting Men's Military Rifle, Prone, 300 metres, Team",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00114,2272,"Shooting Men's Military Rifle, Prone, 300 metres, Team",2272,"Shooting Men's Military Rifle, Prone, 300 metres, Team",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00115,513,"Military Rifle, Prone, 600 metres, Team, Men (Olympic)",2273,"Shooting Men's Military Rifle, Prone, 600 metres, Team",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00115,2273,"Shooting Men's Military Rifle, Prone, 600 metres, Team",2273,"Shooting Men's Military Rifle, Prone, 600 metres, Team",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00116,514,"Military Rifle, Standing, 300 metres, Men (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00116,515,"Military Rifle, Standing, 300 metres, Team, Men (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00116,710,"Military Rifle, Kneeling Or Standing, 300 metres, Men (Intercalated)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00116,2274,"Shooting Men's Military Rifle, Standing, 300 metres, Team",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00117,519,"Running Target, Single Shot, Men (Olympic)",2437,"Shooting Men's Running Target, Single And Double Shot",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00117,520,"Running Target, Double Shot, Men (Olympic)",2437,"Shooting Men's Running Target, Single And Double Shot",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00117,688,"Running Target, Single and Double Shot, Men (Olympic)",2437,"Shooting Men's Running Target, Single And Double Shot",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00117,2253,"Shooting Men's Running Target, Single Shot",2437,"Shooting Men's Running Target, Single And Double Shot",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00117,2254,"Shooting Men's Running Target, Double Shot",2437,"Shooting Men's Running Target, Single And Double Shot",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00117,2437,"Shooting Men's Running Target, Single And Double Shot",2437,"Shooting Men's Running Target, Single And Double Shot",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00118,527,"Lightweight, Greco-Roman, Men (Olympic)",967,"Lightweight, Greco-Roman, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00118,967,"Lightweight, Greco-Roman, Men (Intercalated)",967,"Lightweight, Greco-Roman, Men (Intercalated)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00119,544,"Standing Long Jump, Men (Intercalated)",544,"Standing Long Jump, Men (Intercalated)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00119,561,"Standing Long Jump, Men (Olympic)",544,"Standing Long Jump, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00120,545,"Individual All-Around, Men (Intercalated)",545,"Individual All-Around, Men (Intercalated)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00120,1114,"Individual All-Around, Men (Olympic)",545,"Individual All-Around, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00121,547,"Team All-Around, Men (Intercalated)",547,"Team All-Around, Men (Intercalated)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00121,1086,"Team All-Around, Men (Olympic)",547,"Team All-Around, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00122,562,"Standing Long Jump, Men (Olympic)",1142,"Standing Long Jump, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00122,1142,"Standing Long Jump, Men (Intercalated)",1142,"Standing Long Jump, Men (Intercalated)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00123,564,"Standing High Jump, Men (Intercalated)",564,"Standing High Jump, Men (Intercalated)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00123,1049,"Standing High Jump, Men (Olympic)",564,"Standing High Jump, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00124,583,"Handball, Men (Olympic)",1987,Handball Men's Handball,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00124,1987,Handball Men's Handball,1987,Handball Men's Handball,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00125,588,"Half-Middleweight, Women (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00125,595,"Middleweight, Women (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00125,596,"Half-Middleweight, Women (Olympic (non-medal))",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00126,589,"Lightweight, Women (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00126,594,"Extra-Lightweight, Women (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00126,597,"Half-Lightweight, Women (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00126,598,"Half-Lightweight, Women (Olympic (non-medal))",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00126,599,"Extra-Lightweight, Women (Olympic (non-medal))",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00127,590,"Heavyweight, Women (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00127,591,"Half-Heavyweight, Women (Olympic (non-medal))",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00127,592,"Half-Heavyweight, Women (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00128,615,"Military Ski Patrol, Men (Olympic)",737,"Military Ski Patrol, Men (Olympic (non-medal))",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00128,737,"Military Ski Patrol, Men (Olympic (non-medal))",737,"Military Ski Patrol, Men (Olympic (non-medal))",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00129,617,"Individual, Men (Olympic)",1370,"Large Hill / 10 km, Individual, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00129,1370,"Large Hill / 10 km, Individual, Men (Olympic)",1370,"Large Hill / 10 km, Individual, Men (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00130,626,"Double Sculls, Women (Olympic)",626,"Double Sculls, Women (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00130,2232,Rowing Women's Double Sculls,626,"Double Sculls, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00130,2904,Women's Double Sculls Team,626,"Double Sculls, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00130,3063,Women's Double Sculls,626,"Double Sculls, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00131,628,"Lightweight Double Sculls, Women (Olympic)",628,"Lightweight Double Sculls, Women (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00131,2856,Lightweight Women's Double Sculls Team,628,"Lightweight Double Sculls, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00131,3035,Lightweight Women's Double Sculls,628,"Lightweight Double Sculls, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00132,629,"Coxed Fours, Men (Olympic)",642,"Coxed Fours, Outriggers, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00132,642,"Coxed Fours, Outriggers, Men (Olympic)",642,"Coxed Fours, Outriggers, Men (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00132,653,"Coxed Fours, Inriggers, Men (Olympic)",642,"Coxed Fours, Outriggers, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00133,633,"Quadruple Sculls, Men (Olympic)",633,"Quadruple Sculls, Men (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00133,2011,Rowing Men's Quadruple Sculls,633,"Quadruple Sculls, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00133,2902,Men's Quadruple Sculls Team,633,"Quadruple Sculls, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00133,3069,Men's Quadruple Sculls,633,"Quadruple Sculls, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00134,635,"Double Sculls, Men (Olympic)",635,"Double Sculls, Men (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00134,2012,Rowing Men's Double Sculls,635,"Double Sculls, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00134,2773,Men's Double Sculls Team,635,"Double Sculls, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00134,3061,Men's Double Sculls,635,"Double Sculls, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00135,637,"Lightweight Double Sculls, Men (Olympic)",637,"Lightweight Double Sculls, Men (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00135,1945,Rowing Men's Lightweight Double Sculls,637,"Lightweight Double Sculls, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
